Participant,SnippetID,CL
14,5,10.9763420187215
14,6,3.50014198615706
14,7,6.31357920809265
14,8,7.69127099181534
14,9,7.54469677754189
14,10,9.74466764753286
14,11,10.0703924168058
14,12,6.44003842879332
14,13,6.49538726642567
15,1,11.2752433782624
15,2,14.5913972119285
15,3,6.25382865478383
15,4,15.1339125127651
15,5,10.0484420184928
15,6,6.40570176568014
15,7,10.5172420539319
15,9,8.11578420835709
15,10,8.43343175524242
15,11,6.7543543080769
15,12,7.05789085250433
15,13,10.6815352394102
16,1,2.70920411966066
16,2,3.34613016253356
16,3,12.186469311607
16,4,4.8582372388281
16,5,5.64388828081767
16,6,4.27999219935994
16,7,14.9434064790189
16,8,5.93890082084001
16,9,9.67325268172945
16,10,4.04368540744904
16,11,5.17061114604297
16,12,3.52062376588439
16,13,3.82255625397417
17,1,12.0498269338481
17,2,7.25490945445623
17,3,4.90713940231575
17,4,8.59433036726845
17,5,10.3217225344398
17,6,4.28375025815053
17,7,56.8306841316009
17,8,12.593446833781
17,9,8.078552174133
17,10,35.8620131752125
17,11,6.02405645748765
17,12,4.66885893879979
17,13,4.58733953471663
18,1,3.8931324020031
18,2,3.30431957559974
18,3,5.42373912477616
18,4,4.77613979491963
18,5,3.53181328912628
18,6,4.22768096693917
18,7,3.55728826300231
18,8,5.55566864250486
18,9,12.2615690627409
18,10,3.37034880820062
18,11,4.77457449367838
18,12,5.0781405345912
18,13,5.09093429901754
19,1,2.73463697569413
19,2,4.44295143077944
19,3,5.08193843894045
19,4,2.41773479375012
19,5,44.0713393209859
19,6,2.35171324299779
19,7,3.03084914881742
19,8,6.21675524291671
19,9,1.5509157096445
19,10,3.54414264685846
19,11,3.69769217177907
19,12,4.62565170154394
19,13,5.04476596246212
20,1,14.0944137489656
20,2,10.2647426481068
20,3,8.8241398777044
20,4,8.87866654279154
20,5,11.0018443003993
20,6,10.6584261024549
20,7,6.4353413072558
20,8,13.5788312471269
20,9,8.01605386015219
20,10,9.13763925424756
20,11,6.66625356607426
20,12,18.3137936025764
20,13,16.5882646280309
21,1,8.98436785238625
21,2,13.0375603431341
21,3,6.18784782415153
21,4,5.59550406356463
21,5,11.4293811023651
21,6,5.64514513238394
21,7,8.9463991684223
21,8,6.86097274808732
21,9,15.9293202939376
21,10,8.53349582329321
21,11,6.66455484603749
21,12,16.9182768864448
21,13,7.92898103326307
22,1,5.21638807030652
22,2,8.01296267511184
22,3,3.76530634249183
22,4,5.9526913655491
22,5,4.81885973290287
22,6,4.72471602790154
22,7,5.63024103395406
22,8,4.98790220518309
22,9,4.45486600668168
22,10,4.92847230636306
22,11,9.25721088012246
22,12,3.12845021593207
