subject,ID,manual_cl,DD,Halstead,LOC,Cyclomatic,CCCPPD,CCCPMPI,DDold,Halsteadold,LOCold,Cyclomaticold,CCCPPDold,CCCPMPIold,eeg_cl_fzpz34,eeg_cl_fz34pz34,eeg_cl_fzpz
18,12,2.0,5,17,7,3,8,6,5,16,7,3,4,8,3.1417828293731813,2.5608239518057636,3.3616037201150384
18,13,3.0,8,16,6,3,7,5,8,15,6,3,4,7,3.7667757331035356,3.265972034337759,3.822158791431357
19,1,7.0,10,12,6,2,7,6,10,12,6,2,4,7,8.621794704407225,6.380139944761628,10.5946575428164
19,2,3.0,10,10,6,2,6,5,10,10,6,2,4,9,7.2248580032333125,5.447120410135658,8.108158098656947
19,3,4.0,7,13,6,2,6,5,7,12,6,2,4,10,6.723804422103784,4.333963228674888,6.489440581560255
19,4,6.0,15,17,8,2,8,7,15,17,8,2,4,9,7.2457816008037295,4.74467411387817,7.944660444567069
19,5,5.0,15,18,9,3,10,5,15,18,9,3,5,10,6.589296334754352,5.219243961133054,8.369816829765437
19,6,3.0,4,21,5,4,5,11,4,20,11,5,4,13,8.045506019002941,5.453491524605596,8.51005627352891
19,7,7.0,6,23,7,2,13,10,6,21,7,2,4,10,5.202882505304164,3.902626432150767,5.44508743751398
19,8,3.0,4,7,6,1,2,3,5,7,6,1,3,6,8.037188333708805,5.856674466821823,10.039546906564244
19,9,2.0,12,12,9,7,14,8,12,12,9,7,4,7,5.192619421335314,4.386142420380823,5.775566459144845
19,10,7.0,15,23,9,3,10,8,15,23,9,3,4,11,6.6325462823502805,5.04209288470982,7.119609087205323
19,11,5.0,10,27,11,2,5,6,10,27,11,2,4,12,7.733771718337662,4.441976423117811,5.423676685060302
19,12,5.0,5,17,7,3,8,6,5,16,7,3,4,8,12.641180273726127,9.979515190490032,16.85240757665457
19,13,4.0,8,16,6,3,7,5,8,15,6,3,4,7,16.05677836746199,10.785539663016849,18.78669133062661
20,1,7.0,10,12,6,2,7,6,10,12,6,2,4,7,7.268435866444762,4.869238234369914,6.687493321514221
20,2,1.0,10,10,6,2,6,5,10,10,6,2,4,9,11.422397567234002,5.989998697687012,10.02667639556343
20,3,1.0,7,13,6,2,6,5,7,12,6,2,4,10,4.480154828927486,2.9714218189898163,4.94436940265647
20,4,3.0,15,17,8,2,8,7,15,17,8,2,4,9,4.551133316963151,3.3206286584530913,4.096606009205817
20,5,5.0,15,18,9,3,10,5,15,18,9,3,5,10,10.038551271142323,5.115112463640919,9.113365739980457
20,6,3.0,4,21,5,4,5,11,4,20,11,5,4,13,5.023774343951976,4.823713557436346,4.038924094535946
20,7,8.0,6,23,7,2,13,10,6,21,7,2,4,10,6.758901154202374,3.6077618011231927,6.088500729701618
20,8,4.0,4,7,6,1,2,3,5,7,6,1,3,6,4.805074908755799,4.841992431132799,5.713926578650166
20,9,1.0,12,12,9,7,14,8,12,12,9,7,4,7,10.678231661209006,7.061435864909546,10.958187988651018
20,10,9.0,15,23,9,3,10,8,15,23,9,3,4,11,6.418207625275624,4.180814863196223,6.284239600248256
20,11,3.0,10,27,11,2,5,6,10,27,11,2,4,12,5.438480835579918,3.7287478360149833,5.333026737324353
20,12,7.0,5,17,7,3,8,6,5,16,7,3,4,8,10.805014014977791,5.602600400587551,12.59408881443384
20,13,4.0,8,16,6,3,7,5,8,15,6,3,4,7,5.274054648612452,3.166079609618078,5.8578680761318775
21,1,2.0,10,12,6,2,7,6,10,12,6,2,4,7,3.7566726609465877,2.490386297880487,4.3085419040065815
21,2,2.0,10,10,6,2,6,5,10,10,6,2,4,9,5.9426414761086415,3.740487592301232,6.360566220949463
21,3,2.0,7,13,6,2,6,5,7,12,6,2,4,10,3.040837425771665,2.6218678167929013,3.356619087106421
21,4,2.0,15,17,8,2,8,7,15,17,8,2,4,9,4.098596882541973,3.017141205710372,4.698205649911315
21,5,1.0,15,18,9,3,10,5,15,18,9,3,5,10,3.8281809655120256,2.5453744915320016,4.721364796404729
21,6,3.0,4,21,5,4,5,11,4,20,11,5,4,13,4.417896886483437,2.790485359948013,4.4613146927603005
21,7,5.0,6,23,7,2,13,10,6,21,7,2,4,10,4.114862842208943,2.9603308557458723,4.514919833217313
21,8,2.0,4,7,6,1,2,3,5,7,6,1,3,6,3.5053557647308278,2.7857110722140126,4.497213239713822
21,9,2.0,12,12,9,7,14,8,12,12,9,7,4,7,3.7057333412140294,2.9001497907689275,3.7558882219224925
21,10,8.0,15,23,9,3,10,8,15,23,9,3,4,11,3.4521342601692573,2.6312279488369454,3.962360524536687
21,11,4.0,10,27,11,2,5,6,10,27,11,2,4,12,6.078316113603206,3.6748192722461046,6.728405387722357
21,12,3.0,5,17,7,3,8,6,5,16,7,3,4,8,3.0023397419185636,2.3538991810823706,2.5687013307025977
21,13,3.0,8,16,6,3,7,5,8,15,6,3,4,7,,,
