Participant,SnippetID,CL
20,8,7.47324020810241
20,9,6.01515574708765
20,10,6.42366330474958
20,11,5.39344018773719
20,12,12.9426138029951
20,13,11.7565414092709
21,1,6.54083305515894
21,2,7.92843242828038
21,3,3.61521758036382
21,4,4.51012707892217
21,5,6.42891976569538
21,6,6.16211483631738
21,7,5.15380702871639
21,8,6.10560406749921
21,9,10.1134817996368
21,10,5.61823921779765
21,11,4.47895821181431
21,12,7.48937535251012
21,13,4.15018302878899
22,1,3.00978805411897
22,2,4.52970792507303
22,3,2.90325726475039
22,4,3.7674967221747
22,5,2.61784505713526
22,6,2.99783738357429
22,7,3.58852073388971
22,8,3.15537858989154
22,9,3.57334324082406
22,10,3.23741187393369
22,11,4.93019647163718
22,12,2.76573720272082
